Ordre,Temps_n1024(s),MFlops_n1024,Temps_n2048(s),MFlops_n2048
i,j,k,2.50351,857.79,51.0393,336.601
i,kj,,22.7019,94.5949,267.813,64.1487
j,i,k,2.48313,864.83,47.6861,360.27
j,ki,,0.487349,4406.46,3.83642,4478.09
ki,j,,22.8185,94.1117,271.939,63.1755
kj,i,,0.560027,3834.61,4.44033,3869.05
